Date,Article,Quantity,Type
2024-12-12,EM0392,25.0,Reception
2024-12-13,EM0400,126.0,Reception
2024-12-13,EM0400,126.0,Reception
2024-12-13,EM0392,25.0,Reception
2024-12-13,EM0392,25.0,Reception
2024-12-17,EM1523,33.0,Reception
2024-01-04,EM1523,30.0,Reception
2024-01-06,EM1523,120.0,Reception
2024-01-08,EM1523,300.0,Reception
2024-01-10,EM1523,120.0,Reception
2024-02-05,EM1523,240.0,Reception
2024-02-06,EM1523,60.0,Reception
2024-02-06,EM1523,30.0,Reception
2024-02-13,EM1523,180.0,Reception
2024-03-15,EM1523,90.0,Reception
2024-03-15,EM1523,90.0,Reception
2024-03-15,EM1523,90.0,Reception
2024-03-20,EM1523,90.0,Reception
2024-03-20,EM1523,90.0,Reception
2024-03-21,EM1523,60.0,Reception
2024-03-21,EM1523,30.0,Reception
2024-03-25,EM1523,90.0,Reception
2024-03-25,EM1523,60.0,Reception
2024-03-26,EM1523,300.0,Reception
2024-03-28,EM1523,90.0,Reception
2024-03-28,EM1523,60.0,Reception
2024-03-29,EM1523,30.0,Reception
2024-03-29,EM1523,30.0,Reception
2024-03-30,EM1523,30.0,Reception
2024-03-30,EM1523,60.0,Reception
2024-04-02,EM1523,60.0,Reception
2024-04-02,EM1523,60.0,Reception
2024-04-25,EM0392,75.0,Reception
2024-04-25,EM0392,75.0,Reception
2024-04-30,EM0392,75.0,Reception
2024-04-30,EM0392,75.0,Reception
2024-05-10,EM1523,240.0,Reception
2024-05-10,EM1523,120.0,Reception
2024-05-10,EM1523,120.0,Reception
2024-07-02,EM1523,240.0,Reception
2024-07-03,EM1523,240.0,Reception
2024-07-04,EM1523,270.0,Reception
2024-07-17,EM0392,75.0,Reception
2024-07-17,EM0392,75.0,Reception
2024-07-26,EM0400,84.0,Reception
2024-07-26,EM0400,42.0,Reception
2024-07-27,EM0400,210.0,Reception
2024-07-31,EM0392,100.0,Reception
2024-07-31,EM0400,84.0,Reception
2024-07-31,EM0400,42.0,Reception
2024-07-31,EM0400,42.0,Reception
2024-08-05,EM0392,50.0,Reception
2024-08-05,EM0392,50.0,Reception
2024-08-19,EM1523,30.0,Reception
2024-08-19,EM1523,30.0,Reception
2024-08-19,EM0400,42.0,Reception
2024-08-21,EM1523,30.0,Reception
2024-08-21,EM1523,30.0,Reception
2024-08-21,EM1523,30.0,Reception
2024-08-23,EM1523,30.0,Reception
2024-08-23,EM1523,30.0,Reception
2024-08-26,EM1523,30.0,Reception
2024-08-26,EM1523,30.0,Reception
2024-08-26,EM1523,30.0,Reception
2024-08-28,EM1523,30.0,Reception
2024-08-28,EM1523,60.0,Reception
2024-08-28,EM0400,42.0,Reception
2024-08-28,EM0400,42.0,Reception
2024-09-06,EM1523,240.0,Reception
2024-09-09,EM1523,180.0,Reception
2024-09-14,EM1523,180.0,Reception
2024-09-16,EM1523,180.0,Reception
2024-09-17,EM1523,30.0,Reception
2024-09-17,EM1523,30.0,Reception
2024-10-02,EM1523,120.0,Reception
2024-10-02,EM1523,120.0,Reception
2024-10-30,EM1523,30.0,Reception
2024-10-30,EM1523,30.0,Reception
2024-10-31,EM1523,30.0,Reception
2024-11-02,EM1523,30.0,Reception
2024-11-02,EM1523,30.0,Reception
2024-11-04,EM1523,30.0,Reception
2024-11-08,EM1523,30.0,Reception
2024-11-09,EM1523,30.0,Reception
2024-11-09,EM1523,30.0,Reception
2024-05-04,EM0400,210.0,Reception
2024-05-04,EM0400,252.0,Reception
2024-05-04,EM0400,168.0,Reception
2024-05-04,EM0392,200.0,Reception
2024-05-04,EM0392,200.0,Reception
2024-05-04,EM0392,150.0,Reception
2024-05-06,EM0392,200.0,Reception
2024-05-06,EM0400,168.0,Reception
2024-05-06,EM0400,84.0,Reception
2024-05-08,EM0400,42.0,Reception
2024-11-22,EM1523,60.0,Reception
2024-11-22,EM1523,60.0,Reception
2024-11-23,EM1523,30.0,Reception
2024-11-28,EM1523,60.0,Reception
2024-11-28,EM1523,60.0,Reception
2024-11-28,EM1523,30.0,Reception
2024-11-29,EM1523,90.0,Reception
2024-11-30,EM1523,60.0,Reception
2024-11-30,EM1523,30.0,Reception
2024-01-18,EM0400,252.0,Reception
2024-01-18,EM0392,225.0,Reception
2024-01-19,EM0400,168.0,Reception
2024-01-19,EM0400,84.0,Reception
2024-01-19,EM0392,175.0,Reception
2024-01-20,EM0392,150.0,Reception
2024-01-22,EM1091,175.0,Reception
2024-01-23,EM1091,100.0,Reception
2024-01-23,EM0400,168.0,Reception
2024-01-24,EM1091,75.0,Reception
2024-01-24,EM0400,84.0,Reception
2024-01-25,EM0400,42.0,Reception
2024-01-25,EM0400,42.0,Reception
2024-01-26,EM1091,75.0,Reception
2024-01-26,EM0400,168.0,Reception
2024-01-26,EM1091,25.0,Reception
2024-01-29,EM0400,42.0,Reception
2024-01-29,EM1091,175.0,Reception
2024-01-30,EM1091,75.0,Reception
2024-01-30,EM0400,210.0,Reception
2024-01-31,EM0400,84.0,Reception
2024-01-31,EM0400,84.0,Reception
2024-02-02,EM1091,350.0,Reception
2024-02-02,EM1091,25.0,Reception
2024-02-02,EM1091,25.0,Reception
2024-02-07,EM0392,100.0,Reception
2024-02-07,EM0392,100.0,Reception
2024-02-13,EM0392,50.0,Reception
2024-02-13,EM0392,25.0,Reception
2024-02-14,EM0392,175.0,Reception
2024-02-21,EM0400,210.0,Reception
2024-02-21,EM0400,252.0,Reception
2024-02-26,EM0400,42.0,Reception
2024-02-26,EM0400,42.0,Reception
2024-02-28,EM0400,168.0,Reception
2024-02-29,EM0400,210.0,Reception
2024-03-04,EM0400,42.0,Reception
2024-03-04,EM0400,126.0,Reception
2024-03-04,EM0400,126.0,Reception
2024-03-05,EM0400,252.0,Reception
2024-03-08,EM1523,90.0,Reception
2024-03-12,EM0400,84.0,Reception
2024-03-12,EM0400,84.0,Reception
2024-03-12,EM0400,42.0,Reception
2024-03-18,EM0400,252.0,Reception
2024-03-19,EM0400,504.0,Reception
2024-03-20,EM0400,336.0,Reception
2024-03-26,EM0400,84.0,Reception
2024-03-28,EM0400,84.0,Reception
2024-03-28,EM0400,210.0,Reception
2024-03-30,EM0400,84.0,Reception
2024-03-30,EM0400,84.0,Reception
2024-10-03,EM0392,125.0,Reception
2024-10-03,EM0400,168.0,Reception
2024-10-03,EM0400,210.0,Reception
2024-10-07,EM0392,125.0,Reception
2024-10-07,EM0392,125.0,Reception
2024-10-07,EM0400,168.0,Reception
2024-10-07,EM0400,168.0,Reception
2024-10-07,EM0400,210.0,Reception
2024-10-08,EM0392,125.0,Reception
2024-10-08,EM0392,125.0,Reception
2024-10-08,EM0400,168.0,Reception
2024-10-08,EM0400,210.0,Reception
2024-10-09,EM0392,125.0,Reception
2024-10-09,EM0392,125.0,Reception
2024-10-09,EM0400,168.0,Reception
2024-10-09,EM0400,210.0,Reception
2024-10-09,EM0400,42.0,Reception
2024-10-10,EM0392,125.0,Reception
2024-10-10,EM0392,125.0,Reception
2024-10-10,EM0400,168.0,Reception
2024-10-10,EM0400,210.0,Reception
2024-10-11,EM0392,125.0,Reception
2024-10-11,EM0392,125.0,Reception
2024-10-11,EM0400,126.0,Reception
2024-10-11,EM0400,168.0,Reception
2024-10-12,EM0392,125.0,Reception
2024-10-12,EM0400,126.0,Reception
2024-10-14,EM0400,168.0,Reception
2024-10-14,EM0400,168.0,Reception
2024-10-14,EM0392,25.0,Reception
2024-10-15,EM0392,100.0,Reception
2024-10-16,EM0400,252.0,Reception
2024-10-16,EM0400,168.0,Reception
2024-10-16,EM0400,126.0,Reception
2024-10-16,EM0392,75.0,Reception
2024-10-18,EM0400,252.0,Reception
2024-10-18,EM0400,252.0,Reception
2024-10-18,EM0392,50.0,Reception
2024-10-18,EM0392,50.0,Reception
2024-10-19,EM0392,75.0,Reception
2024-10-19,EM0392,75.0,Reception
2024-10-19,EM0400,210.0,Reception
2024-10-19,EM0400,210.0,Reception
2024-10-21,EM0400,294.0,Reception
2024-10-21,EM0400,210.0,Reception
2024-10-22,EM0392,125.0,Reception
2024-10-22,EM0392,75.0,Reception
2024-10-22,EM0392,50.0,Reception
2024-10-22,EM0400,252.0,Reception
2024-10-22,EM0400,252.0,Reception
2024-10-23,EM0400,42.0,Reception
2024-10-25,EM0400,-42.0,Reception
2024-10-25,EM0400,-42.0,Reception
2024-10-28,EM0392,50.0,Reception
2024-10-28,EM0392,50.0,Reception
2024-10-28,EM0400,84.0,Reception
2024-10-28,EM0400,84.0,Reception
2024-12-11,EM0392,200.0,Reception
2024-12-11,EM0392,175.0,Reception
2024-12-12,EM0392,125.0,Reception
2024-12-12,EM0392,100.0,Reception
2024-12-12,EM0392,225.0,Reception
2024-12-12,EM1523,90.0,Reception
2024-12-12,EM1523,60.0,Reception
2024-12-13,EM1523,60.0,Reception
2024-12-14,EM1523,30.0,Reception
2024-12-14,EM1523,30.0,Reception
2024-12-16,EM0392,200.0,Reception
2024-12-16,EM0392,200.0,Reception
2024-12-17,EM0392,75.0,Reception
2024-12-17,EM0392,85.75,Reception
2024-12-23,EM1523,32.4,Reception
2024-12-23,EM1523,32.4,Reception
2024-01-04,EM1526,34.0,Reception
2024-01-09,EM1526,187.0,Reception
2024-01-10,EM1526,136.0,Reception
2024-01-11,EM1526,17.0,Reception
2024-01-11,EM1526,17.0,Reception
2024-01-11,EM0400,84.0,Reception
2024-01-12,EM0400,84.0,Reception
2024-01-12,EM0400,84.0,Reception
2024-01-12,EM0400,336.0,Reception
2024-01-15,EM1499,300.0,Reception
2024-01-15,EM0400,42.0,Reception
2024-01-15,EM1499,120.0,Reception
2024-01-16,EM0400,588.0,Reception
2024-02-15,EM0392,175.0,Reception
2024-02-16,EM0392,50.0,Reception
2024-02-16,EM0392,50.0,Reception
2024-02-19,EM0392,200.0,Reception
2024-02-20,EM0392,100.0,Reception
2024-02-20,EM0400,84.0,Reception
2024-02-27,EM0400,336.0,Reception
2024-02-27,EM0392,25.0,Reception
2024-02-27,EM0392,25.0,Reception
2024-02-28,EM0392,100.0,Reception
2024-03-01,EM0392,200.0,Reception
2024-03-02,EM0392,200.0,Reception
2024-03-02,EM0392,200.0,Reception
2024-03-04,EM0392,75.0,Reception
2024-03-04,EM0392,100.0,Reception
2024-03-05,EM0392,75.0,Reception
2024-03-05,EM0392,50.0,Reception
2024-03-05,EM0392,50.0,Reception
2024-03-08,EM0400,84.0,Reception
2024-03-08,EM0400,42.0,Reception
2024-03-08,EM0400,42.0,Reception
2024-03-09,EM0400,84.0,Reception
2024-03-09,EM0400,84.0,Reception
2024-03-09,EM0400,84.0,Reception
2024-03-15,EM0392,50.0,Reception
2024-03-15,EM0392,50.0,Reception
2024-03-15,EM0392,50.0,Reception
2024-03-21,EM0400,126.0,Reception
2024-03-21,EM0400,168.0,Reception
2024-03-21,EM0392,125.0,Reception
2024-03-21,EM0392,100.0,Reception
2024-03-21,EM0392,150.0,Reception
2024-03-23,EM0400,84.0,Reception
2024-03-23,EM0400,84.0,Reception
2024-03-23,EM0400,84.0,Reception
2024-03-23,EM0392,75.0,Reception
2024-03-23,EM0392,100.0,Reception
2024-03-23,EM0392,100.0,Reception
2024-03-23,EM0400,42.0,Reception
2024-04-03,EM0392,50.0,Reception
2024-04-03,EM0392,50.0,Reception
2024-04-04,EM0400,126.0,Reception
2024-04-04,EM0400,126.0,Reception
2024-04-15,EM1523,60.0,Reception
2024-04-15,EM1523,90.0,Reception
2024-04-15,EM1523,120.0,Reception
2024-04-16,EM1523,120.0,Reception
2024-04-16,EM1523,60.0,Reception
2024-04-16,EM1523,51.9,Reception
2024-04-18,EM0392,125.0,Reception
2024-04-20,EM0392,75.0,Reception
2024-04-24,EM0392,25.0,Reception
2024-04-24,EM0392,25.0,Reception
2024-04-24,EM0392,25.0,Reception
2024-04-27,EM0392,50.0,Reception
2024-04-27,EM0392,50.0,Reception
2024-06-05,EM0400,168.0,Reception
2024-06-05,EM0400,126.0,Reception
2024-06-07,EM0400,168.0,Reception
2024-06-07,EM0400,168.0,Reception
2024-06-12,EM0392,75.0,Reception
2024-06-12,EM0392,50.0,Reception
2024-06-13,EM0392,175.0,Reception
2024-06-13,EM0392,175.0,Reception
2024-06-13,EM0400,42.0,Reception
2024-06-13,EM0400,42.0,Reception
2024-09-30,EM0400,42.0,Reception
2024-09-30,EM0400,42.0,Reception
2024-12-04,EM0400,588.0,Reception
2024-12-04,EM0392,200.0,Reception
2024-12-04,EM1523,90.0,Reception
2024-12-05,EM0400,546.0,Reception
2024-12-05,EM0392,200.0,Reception
2024-12-05,EM1523,120.0,Reception
2024-12-06,EM0392,200.0,Reception
2024-12-06,EM1523,90.0,Reception
2024-12-07,EM0392,50.0,Reception
2024-12-07,EM1523,120.0,Reception
2024-12-09,EM0392,200.0,Reception
2024-12-09,EM0400,336.0,Reception
2024-12-09,EM1523,60.0,Reception
2024-12-09,EM1523,30.0,Reception
2024-12-10,EM0392,200.0,Reception
2024-12-10,EM0400,378.0,Reception
2024-12-11,EM1523,90.0,Reception
2024-12-11,EM1523,60.0,Reception
